place,address,latitude,longitude,country_geocoded,country_added,country
research studios austria,"Leopoldskronstraße 30, 5020 Salzburg, Austria",47.7917962,13.031899,Austria,,Austria
hebei university of technology,"8 Dingzigu 1st Rd, Hongqiao Qu, China",39.179635,117.165882,China,,China
catholic university of the sacred heart,"Largo Agostino Gemelli, 1, 20123 Milano MI, Italy",45.4621325,9.1771785,Italy,,Italy
university of novi sad faculty of technical sciences,"Trg Dositeja Obradovića 6, Novi Sad 106314, Serbia",45.2461012,19.8516968,Serbia,,Serbia
information and communication technology agency,,,,,Sri Lanka,Sri Lanka
university of colombo,"College House, 94 Kumaratunga Munidasa Mawatha, Colombo 00700, Sri Lanka",6.9000149,79.8587938,Sri Lanka,,Sri Lanka
new era cap company,"160 Delaware Ave, Buffalo, NY 14202, USA",42.8890217,-78.8776571,United States,,United States
qatar university,"University Street، Doha, Qatar",25.377281,51.491171,Qatar,,Qatar
university of miskolc,"Miskolc, 3515 Hungary",48.082094,20.7668801,Hungary,,Hungary
international black sea university,"2 0131, 13km დავით აღმაშენებლის ხეივანი, T'bilisi, Georgia",41.7983436,44.7735143,Georgia,,Georgia
maastricht university,"Duboisdomein 30, 6229 GT Maastricht, Netherlands",50.8392968,5.7087859,Netherlands,,Netherlands
aix marseille university,"Jardin du Pharo, 58 Boulevard Charles Livon, 13007 Marseille, France",43.2935878,5.3579717,France,,France
nova southeastern university,"3301 College Ave, Fort Lauderdale, FL 33314, USA",26.0800444,-80.2453353,United States,,United States
saarland university,"66123 Saarbrücken, Germany",49.2550284,7.040975,Germany,,Germany
microsoft,"7633 E 63rd Pl, Tulsa, OK 74133, USA",36.0725663,-95.8886636,United States,,United States
queen s university,"99 University Ave, Kingston, ON K7L 3N6, Canada",44.2252795,-76.4951412,Canada,,Canada
ankara university,"Emniyet, Dögol Cd. 6A, 06560 Yenimahalle/Ankara, Turkey",39.934855,32.8338615,Turkey,,Turkey
environment canada,"14780 Jane St, King City, ON L7B 1A3, Canada",43.963798,-79.5734486,Canada,,Canada
northeast forestry university,"26 Hexing Rd, Xiangfang Qu, Haerbin Shi, Heilongjiang Sheng, China",45.7240008,126.6403002,China,,China
turning point alcohol and drug centre,"340 Stateline Rd W, Southaven, MS 38671, USA",34.9926435,-89.9959476,United States,,United States
centre for addiction and mental health,"1001 Queen St W, Toronto, ON M6J 1H4, Canada",43.6427811,-79.4184677,Canada,,Canada
kenya institute for public policy research and analysis,,,,,Kenya,Kenya
samsung,"837 Washington St, New York, NY 10014, USA",40.7407466,-74.0074846,United States,,United States
council on foreign relations,"58 E 68th St, New York, NY 10065, USA",40.7684955,-73.9661489,United States,,United States
university of lille,"42 Rue Paul Duez, 59000 Lille, France",50.6316562,3.0752035,France,,France
liverpool school of tropical medicine,"Pembroke Pl, Liverpool L3 5QA, UK",53.4085544,-2.969074,United Kingdom,,United Kingdom
eurescom,,,,,Germany,Germany
universidade federal de goias,"Av. Esperança, s/n - Chácaras de Recreio Samambaia, Goiânia - GO, 74690-900, Brazil",-16.6062069,-49.2614624,Brazil,,Brazil
college of health sciences bahrain,"Manama, Bahrain",26.2166753,50.5739081,Bahrain,,Bahrain
universidad centroccidental lisandro alvarado,"Carrera 19 entre calles 8 y 9. Edificio Rectorado UCLA, Barquisimeto 3001, Lara, Venezuela",10.067504,-69.299891,Venezuela,,Venezuela
radboud university nijmegen,"Houtlaan 4, 6525 XZ Nijmegen, Netherlands",51.8220189,5.8638187,Netherlands,,Netherlands
university college roosevelt,"Lange Noordstraat 1, 4331 CB Middelburg, Netherlands",51.499307,3.6107978,Netherlands,,Netherlands
university of ruhuna,"A2, Matara, Sri Lanka",5.9380921,80.5761344,Sri Lanka,,Sri Lanka
university of illinois at springfield,"One University Plaza, Springfield, IL 62703, USA",39.7301376,-89.6185269,United States,,United States
eafit university,"Carrera 49, número 7 sur 50, Medellín, Antioquia, Colombia",6.199548,-75.57934,Colombia,,Colombia
federal ministry of health,"330 C St SW, Washington, DC 20416, USA",38.8866441,-77.0144068,United States,,United States
joint united nations programme on hiv aids,,,,,United States,United States
fhi 360,"359 Blackwell St #200, Durham, NC 27701, USA",35.9927402,-78.9039762,United States,,United States
university of zulia,"Maracaibo 4001, Zulia, Venezuela",10.6724518,-71.6326976,Venezuela,,Venezuela
technical university of lisbon,"Cidade Universitária, Alameda da Universidade, 1649-004 Lisboa, Portugal",38.7526578,-9.158245,Portugal,,Portugal
papua new guinea university of technology,"Lae 411 Lae, Papua New Guinea",-6.6729101,146.9937169,Papua New Guinea,,Papua New Guinea
icahn school of medicine at mount sinai,"1 Gustave L. Levy Pl, New York, NY 10029, USA",40.7898695,-73.9533616,United States,,United States
chongqing normal university,"Daxuecheng Middle Rd, Shapingba Qu, Chongqing Shi, China",29.612289,106.30632,China,,China
plymouth state university,"17 High St, Plymouth, NH 03264, USA",43.7594781,-71.6882664,United States,,United States
university health network,"101 College St, Toronto, ON M5G 1L7, Canada",43.6598777,-79.3876181,Canada,,Canada
st francis medical center,"211 St Francis Dr, Cape Girardeau, MO 63703, USA",37.3031365,-89.5714738,United States,,United States
institute of tropical medicine antwerp,"Kronenburgstraat 43, 2000 Antwerpen, Belgium",51.212166,4.398266,Belgium,,Belgium
institute for tourism studies macao,Macao,22.2069748,113.5476698,Macao,,Macao
swansea university,"Singleton Park, Swansea, Sketty, Swansea SA2 8PP, UK",51.6092184,-3.9799524,United Kingdom,,United Kingdom
secretariat of the pacific community,,,,,New Caledonia,New Caledonia
institut de recherche pour le developpement,"54 Boulevard Raspail, 75006 Paris, France",48.8502105,2.326844,France,,France
university of the south pacific,"Laucala Campus, Tagimoucia Place, Suva, Fiji",-18.1489128,178.4473969,Fiji,,Fiji
norwegian university of life sciences,"Universitetstunet 3, 1430 Ås, Norway",59.6661754,10.7682151,Norway,,Norway
gembloux agro bio tech,"Passage des Déportés 2, 5030 Gembloux, Belgium",50.5617069,4.6965067,Belgium,,Belgium
united states department of agriculture,"3012 US-70, Hugo, OK 74743, USA",33.997449,-95.4727994,United States,,United States
global alliance for improved nutrition,"801 17th St NW, Washington, DC 20006, USA",38.9005886,-77.0389927,United States,,United States
university of shanghai for science and technology,"China, Shanghai Shi, Yangpu Qu, 军工路516号",31.29043,121.551957,China,,China
telenor,"1000 S Pine Island Rd #310, Plantation, FL 33324, USA",26.1088817,-80.2590801,United States,,United States
shanghai university of engineering sciences,"333 Longteng Rd, Songjiang Qu, Shanghai Shi, China",31.05723,121.208437,China,,China
macquarie university,"Balaclava Rd, Macquarie Park NSW 2109, Australia",-33.7738237,151.1126498,Australia,,Australia
clark university,"950 Main St, Worcester, MA 01610, USA",42.2518673,-71.8238049,United States,,United States
lagos state university,"Ojo Campus, Lasu Main Rd, Ojo 102101, Lagos, Nigeria",6.4663553,3.2003007,Nigeria,,Nigeria
national cheng kung university,"No. 1號, Dasyue Rd, East District, Tainan City, Taiwan 701",22.9988416,120.2195148,Taiwan,,Taiwan
university of a coruna,"Rúa Maestranza, 9, 15001 A Coruña, Spain",43.3709127,-8.3900493,Spain,,Spain
wake forest university,"1834 Wake Forest Rd, Winston-Salem, NC 27109, USA",36.1355052,-80.2791958,United States,,United States
bill melinda gates foundation,"500 5th Ave N, Seattle, WA 98109, USA",47.6233319,-122.3465813,United States,,United States
university of massachusetts dartmouth,"285 Old Westport Rd, North Dartmouth, MA 02747, USA",41.62816,-71.0046292,United States,,United States
nhs ayrshire and arran,"Crosshouse Hospital, Kilmarnock Rd, Crosshouse, Kilmarnock KA2 0BE, UK",55.6135068,-4.5395444,United Kingdom,,United Kingdom
indian institute of health management research,"1, Prabhu Dayal Marg, near Sanganer Airport, Maruti Nagar, Jaipur, Rajasthan 302029, India",26.820819,75.81626,India,,India
san francisco state university,"1600 Holloway Ave, San Francisco, CA 94132, USA",37.7241492,-122.4799405,United States,,United States
alabama agricultural and mechanical university,"4900 Meridian St N, Huntsville, AL 35811, USA",34.7839981,-86.5729202,United States,,United States
military university nueva granada,"Cra. 11, Bogotá, Colombia",4.6831373,-74.0422872,Colombia,,Colombia
john snow inc,"1223, 44 Farnsworth St #7, Boston, MA 02210, USA",42.3522635,-71.048013,United States,,United States
islamia university,"107 S Indiana Ave, Bloomington, IN 47405, USA",39.1754487,-86.512627,United States,,United States
university of southern maine,"96 Falmouth St, Portland, ME 04103, USA",43.6619008,-70.2757199,United States,,United States
population council,"1 dag hammarskjold Plaza, New York, NY 10017, USA",40.7534902,-73.970055,United States,,United States
indiana university purdue university indianapolis,"420 University Blvd, Indianapolis, IN 46202, USA",39.7742579,-86.1762629,United States,,United States
battelle memorial institute,"5825 University Research Ct, College Park, MD 20740, USA",38.9709414,-76.9219714,United States,,United States
alliance university,"1214 Turrentine St, Burlington, NC 27215, USA",36.0781,-79.4323,United States,,United States
hefei university of technology,"193 Tunxi Rd, Baohe Qu, Hefei Shi, Anhui Sheng, China",31.847443,117.295572,China,,China
anhui university,"Shushan District, Hefei, Anhui, China",31.768001,117.179546,China,,China
norwich university,"158 Harmon Dr, Northfield, VT 05663, USA",44.1387622,-72.6615772,United States,,United States
auburn university,"Auburn, AL 36849, USA",32.5933574,-85.4951663,United States,,United States
nipissing university,"100 College Dr, North Bay, ON P1B 8L7, Canada",46.3432094,-79.4923018,Canada,,Canada
chung hua university,"No. 707, Section 2, Wufu Road, Xiangshan District, Hsinchu City, Taiwan 300",24.7571306,120.9522639,Taiwan,,Taiwan
nottingham city hospital,"Hucknall Rd, Nottingham NG5 1PB, UK",52.9904528,-1.1570212,United Kingdom,,United Kingdom
national law university delhi,"Pocket 1, Sector 14 Dwarka, Dwarka, New Delhi, Delhi 110078, India",28.5990039,77.0231546,India,,India
nalsar university of law,"Justice City, Shamirpet, Hyderabad, Telangana 500101, India",17.6044289,78.546523,India,,India
parahyangan catholic university,"Jl. Ciumbuleuit No.94, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141, Indonesia",-6.8752721,107.6055583,Indonesia,,Indonesia
claremont graduate university,"150 E 10th St, Claremont, CA 91711, USA",34.1036732,-117.7133796,United States,,United States
university of technology of troyes,"12 Rue Marie Curie, 10300 Troyes, France",48.269162,4.0667761,France,,France
inha university,"100 Inha-ro, Yonghyeon 1(il).4(sa)-dong, Nam-gu, Incheon, South Korea",37.4500221,126.653488,South Korea,,South Korea
australian museum,"1 William St, Sydney NSW 2010, Australia",-33.8743446,151.2131667,Australia,,Australia
great barrier reef marine park authority,"Great Barrier Reef, Townsville QLD 4810, Australia",-19.2589635,146.8169483,Australia,,Australia
university of rhode island,"45 Upper College Rd, Kingston, RI 02881, USA",41.4860647,-71.5308537,United States,,United States
nanyang technological university,"50 Nanyang Ave, Singapore 639798",1.3483099,103.6831347,Singapore,,Singapore
iberdrola,"10343 Sam Houston Park Dr Suite 230, Houston, TX 77064, USA",29.9148833,-95.554427,United States,,United States
british geological survey,"601 Booth St, Ottawa, ON K1A 0E8, Canada",45.4018939,-75.7056182,Canada,,Canada
national center for earth surface dynamics,,,,,United States,United States
john marshall law school,"300 S State St, Chicago, IL 60604, USA",41.877932,-87.628064,United States,,United States
universite catholique de louvain,"Place de l'Université 1, 1348 Ottignies-Louvain-la-Neuve, Belgium",50.6696875,4.6155909,Belgium,,Belgium
worldfish,"Cromer Ave NW, Canton, OH 44709, USA",40.8309568,-81.3842336,United States,,United States
west bengal state university,"North 24 Parganas Malikapur Berunanpukuria, Barasat, Kolkata, West Bengal 700126, India",22.7391375,88.4350716,India,,India
lupane state university,"Third Ave Herbert Chitepo St, Bulawayo, Zimbabwe",-20.146526,28.5819491,Zimbabwe,,Zimbabwe
oxford brookes university,"Headington Rd, Headington, Oxford OX3 0BP, UK",51.755011,-1.224225,United Kingdom,,United Kingdom
dublin institute of technology,"Kevin Street, Portobello, Dublin 2, D08 X622, Ireland",53.3371436,-6.2682366,Ireland,,Ireland
university of massachusetts lowell,"220 Pawtucket St, Lowell, MA 01854, USA",42.6552587,-71.3247164,United States,,United States
de la salle university,"2401 Taft Ave, Malate, Manila, 1004 Metro Manila, Philippines",14.5647642,120.9931652,Philippines,,Philippines
university of novi sad,"Dr Zorana Đinđića 1, Novi Sad 21000, Serbia",45.2473432,19.8538595,Serbia,,Serbia
megatrend university,"Maršala Tolbuhina 8, Beograd, Serbia",44.831242,20.415594,Serbia,,Serbia
aarhus university hospital,"Palle Juul-Jensens Blvd. 161, 8200 Aarhus N, Denmark",56.1920892,10.1678923,Denmark,,Denmark
oslo school of architecture and design,"Maridalsveien 29, 0175 Oslo, Norway",59.9243557,10.7511403,Norway,,Norway
national university of science and technology,"51 Street 92, G-13/1 G 13/1 G-13, Islamabad, Islamabad Capital Territory, Pakistan",33.643769,72.9577377,Pakistan,,Pakistan
university of lapland,"Yliopistonkatu 8, 96300 Rovaniemi, Finland",66.4853375,25.7150496,Finland,,Finland
airbus group,"1101 Pennsylvania Avenue NW, Washington, DC 20004, USA",38.8956161,-77.0277095,United States,,United States
maynooth university,"Mariavilla, Maynooth, Co. Kildare, Ireland",53.384478,-6.6011155,Ireland,,Ireland
northwestern polytechnical university,"47671 Westinghouse Dr, Fremont, CA 94539, USA",37.4776832,-121.9258439,United States,,United States
autonomous university of madrid,"Ciudad Universitaria de Cantoblanco, 28049 Madrid, Spain",40.5466983,-3.6943619,Spain,,Spain
dokuz eylul university,"No: 144 35210, Alsancak, Cumhuriyet Blv, 35220 Konak/İzmir, Turkey",38.430691,27.13692,Turkey,,Turkey
wuhan university of technology,"1040 Heping Ave, Wuchang Qu, Wuhan Shi, Hubei Sheng, China",30.5986568,114.3424844,China,,China
louisiana state university,"Baton Rouge, LA 70803, USA",30.4132579,-91.1800023,United States,,United States
university of rajasthan,"Jawahar Lal Nehru Marg, Rajasthan University Campus, Talvandi, Jaipur, Rajasthan 302004, India",26.8865013,75.8156735,India,,India
central university india,"Tejaswini Hills, Periye, Kerala 671316, India",12.3929071,75.0916816,India,,India
paris school of economics,"48 Boulevard Jourdan, 75014 Paris, France",48.82228,2.3308392,France,,France
florida coastal school of law,"8787 Baypine Rd, Jacksonville, FL 32256, USA",30.2327388,-81.579962,United States,,United States
saint louis university,"1 N Grand Blvd, St. Louis, MO 63103, USA",38.6346955,-90.2340587,United States,,United States
estacio s a,,,,,Brazil,Brazil
universiti teknikal malaysia melaka,"Jalan Hang Tuah Jaya, 76100 Durian Tunggal, Melaka, Malaysia",2.3138884,102.3211577,Malaysia,,Malaysia
university of the west of england,"UWE Bristol - Frenchay Campus, Coldharbour Ln, Stoke Gifford, Bristol BS16 1QY, UK",51.5003171,-2.5475737,United Kingdom,,United Kingdom
iran university of science and technology,"Tehran, استان تهران تهران خیابان هنگام، خیابان دانشگاه،, رسالت، Iran",35.7423608,51.5023318,Iran,,Iran
